Country/Region,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Zimbabwe,MtCO2e,5.13,5.44,5.07,4.36,3.38,3.57,3.48,3.32,3.45,4.14,4.02,3.56,3.19,2.88,2.45,2.57,3.10,3.19,2.27,1.70,2.36,2.75,3.46,2.50,2.61,2.77,2.89,3.02,3.17,3.14
Democratic Republic of the Congo,MtCO2e,1.25,0.31,0.30,0.30,0.33,0.37,0.43,0.43,0.49,0.56,0.66,0.71,0.78,0.86,0.93,1.02,1.12,1.21,1.24,1.34,1.44,1.60,1.62,1.80,1.91,2.02,2.16,2.34,2.88,3.03
Jamaica,MtCO2e,4.00,4.12,3.18,2.07,2.88,1.73,2.06,1.96,2.12,2.24,2.34,2.36,2.28,2.34,3.58,3.65,5.61,5.53,4.45,2.47,2.11,2.48,2.43,3.09,2.98,2.77,2.90,2.47,3.46,3.00
Bosnia and Herzegovina,MtCO2e,6.14,5.97,3.88,2.91,0.83,0.82,0.51,0.78,0.77,0.79,2.04,1.88,2.11,0.97,1.45,1.68,1.82,1.93,2.04,1.99,2.20,2.35,2.34,2.78,2.54,2.62,2.56,2.72,2.95,2.79
Zambia,MtCO2e,1.58,1.61,1.62,1.59,1.10,1.02,0.92,1.29,1.25,0.97,0.98,0.97,1.02,1.12,1.10,1.22,1.14,1.13,1.23,1.41,1.48,1.80,2.52,2.59,2.72,2.78,2.90,3.11,3.26,2.78
Mozambique,MtCO2e,0.21,0.21,0.21,0.25,0.28,0.28,0.20,0.28,0.39,0.44,0.40,0.64,0.85,1.07,1.14,1.18,1.22,1.27,1.30,1.35,1.35,1.55,1.61,1.86,2.03,1.97,2.46,2.54,2.66,2.77
Slovenia,MtCO2e,2.89,2.50,2.41,2.23,2.55,2.46,2.50,2.58,2.49,2.68,3.11,2.87,2.58,2.91,3.03,3.23,3.46,3.21,3.10,2.61,2.54,2.37,2.34,2.41,2.45,2.40,2.42,2.58,2.73,2.73
Costa Rica,MtCO2e,0.99,1.00,0.89,0.98,1.10,1.09,1.23,1.34,1.47,1.54,1.60,1.72,1.55,1.76,1.90,2.17,1.97,2.58,2.48,2.37,2.07,2.26,2.29,2.33,2.38,2.46,2.59,2.79,2.82,2.68
Lithuania,MtCO2e,7.14,7.24,4.57,3.16,3.07,2.77,2.80,2.97,3.26,2.92,2.99,3.11,3.33,3.43,3.80,4.37,4.63,5.33,4.92,2.32,2.39,2.86,2.80,2.63,2.51,2.50,2.48,2.45,2.55,2.61
Yemen,MtCO2e,0.35,0.36,0.34,0.34,0.34,0.98,1.05,1.24,1.35,1.59,1.73,1.90,2.15,3.04,3.18,3.35,3.29,3.68,4.16,4.07,3.94,3.86,3.50,4.86,4.81,2.43,2.17,2.07,2.21,2.58
Paraguay,MtCO2e,0.38,0.43,0.59,0.47,0.74,0.73,0.76,0.81,0.84,0.82,0.84,0.80,0.80,0.78,0.82,0.89,0.91,0.89,0.97,1.12,1.18,1.23,1.55,1.46,1.68,2.03,2.07,2.20,2.35,2.44
Uruguay,MtCO2e,0.84,0.86,0.87,0.83,0.87,0.83,1.07,1.26,1.34,1.30,1.19,1.26,1.19,1.26,1.11,1.13,1.14,1.23,1.35,1.51,1.41,1.60,1.62,1.76,1.95,2.02,2.13,2.17,2.29,2.40
El Salvador,MtCO2e,0.82,0.89,0.95,1.14,1.19,1.22,1.15,1.42,1.54,1.56,1.60,1.70,1.82,1.86,1.97,1.87,1.99,2.20,1.90,1.44,1.58,1.75,2.05,1.55,1.70,1.61,1.88,2.00,2.15,2.37
Laos,MtCO2e,0.00,0.00,0.01,0.01,0.01,0.01,0.04,0.04,0.04,0.04,0.14,0.14,0.23,0.24,0.26,0.27,0.60,0.59,0.73,1.07,1.40,1.58,1.64,2.30,2.18,2.89,1.92,2.17,2.29,2.35
Madagascar,MtCO2e,0.04,0.04,0.05,0.05,0.05,0.26,0.33,0.35,0.41,0.43,0.44,0.51,0.40,0.52,0.54,0.60,0.58,0.65,0.67,0.69,0.77,0.85,1.14,1.26,1.33,1.42,1.42,1.52,1.56,2.35
Gabon,MtCO2e,0.20,0.27,0.36,0.41,0.51,0.57,0.63,0.71,0.76,0.74,0.82,0.86,0.71,0.76,0.79,1.02,1.18,1.14,1.37,1.53,1.74,1.87,1.98,2.30,2.35,2.43,2.69,2.03,2.20,2.32
Afghanistan,MtCO2e,0.47,0.46,0.43,0.42,0.41,0.40,0.40,0.39,0.38,0.37,0.33,0.32,0.67,0.59,0.36,0.46,0.49,0.49,0.71,0.83,1.15,1.25,1.33,1.39,1.42,1.49,1.72,1.83,1.99,2.14
Papua New Guinea,MtCO2e,0.28,0.28,0.28,0.27,0.57,0.60,0.64,0.63,0.65,0.71,1.01,1.09,1.10,1.19,1.43,1.45,1.46,1.53,1.47,1.50,1.53,1.55,1.31,1.41,1.48,1.60,1.94,2.01,2.04,2.08
Togo,MtCO2e,0.43,0.47,0.40,0.40,0.45,0.49,0.62,0.27,0.58,1.03,0.72,0.74,0.83,1.05,1.08,1.04,0.95,0.87,0.80,0.99,1.11,1.21,1.20,1.25,1.30,1.48,1.64,1.62,1.83,1.91
Albania,MtCO2e,2.59,1.78,0.93,0.70,0.56,0.60,0.59,0.35,0.52,0.64,0.68,0.67,0.57,0.88,0.93,0.81,1.08,1.21,1.11,1.49,1.85,2.12,1.81,1.67,1.91,1.77,1.69,2.13,2.26,1.91
Kyrgyzstan,MtCO2e,8.51,7.62,3.92,3.27,2.86,0.74,1.31,1.41,1.56,1.40,1.15,0.91,1.82,2.11,2.07,1.26,1.29,1.61,1.70,0.83,1.14,1.16,2.20,1.57,2.26,2.59,1.58,1.61,2.10,1.82
Moldova,MtCO2e,2.06,2.18,1.68,1.66,1.33,1.27,0.92,1.04,0.87,0.72,0.73,0.74,0.82,0.88,1.02,1.47,1.30,1.68,1.61,1.07,1.45,1.62,1.65,1.41,1.50,1.35,1.34,1.62,1.77,1.81
Benin,MtCO2e,0.11,0.10,0.11,0.13,0.11,0.14,0.27,0.34,0.24,0.29,0.31,0.31,0.48,0.48,0.55,0.55,0.59,0.62,0.61,0.72,0.77,0.85,0.92,1.06,1.35,1.36,1.44,1.46,1.33,1.80
Uganda,MtCO2e,0.19,0.21,0.21,0.23,0.21,0.27,0.35,0.39,0.43,0.45,0.44,0.44,0.54,0.60,0.64,0.80,0.81,0.93,0.91,0.96,1.14,1.22,1.34,1.32,1.44,1.65,1.61,1.65,1.75,1.78
Cyprus,MtCO2e,1.51,1.97,1.86,1.99,2.05,2.04,2.24,2.13,2.13,2.18,2.25,2.18,2.21,2.24,2.34,1.95,1.89,1.93,1.95,1.71,1.52,1.43,1.31,1.63,2.02,1.85,1.85,1.89,1.72,1.65
Nicaragua,MtCO2e,0.43,0.37,0.40,0.37,0.47,0.45,0.49,0.57,0.57,0.63,0.71,0.75,0.86,1.18,1.12,1.06,1.10,1.12,1.12,0.93,1.02,1.11,1.14,1.17,1.26,1.35,1.42,1.56,1.57,1.63
Mali,MtCO2e,0.01,0.02,0.02,0.03,0.03,0.04,0.06,0.09,0.10,0.13,0.16,0.17,0.18,0.18,0.19,0.20,0.24,0.27,0.31,0.35,0.39,0.46,0.53,0.78,0.98,1.08,1.52,1.37,1.51,1.61
Latvia,MtCO2e,2.59,1.87,1.75,1.62,1.54,1.49,1.38,1.56,1.46,1.36,1.17,1.16,1.22,1.28,1.33,1.35,1.47,1.52,1.45,1.25,1.79,1.82,1.88,1.68,1.68,1.51,1.29,1.35,1.58,1.50
Macedonia,MtCO2e,3.40,2.85,2.69,2.11,1.55,1.23,1.49,1.24,1.55,1.20,1.37,1.24,1.18,1.50,1.28,1.76,1.85,2.06,1.95,1.40,1.63,1.88,1.69,1.62,1.46,1.39,1.43,1.29,1.35,1.48
Burkina Faso,MtCO2e,0.06,0.06,0.07,0.09,0.13,0.08,0.11,0.15,0.18,0.26,0.27,0.26,0.26,0.28,0.29,0.23,0.28,0.32,0.53,0.61,0.85,0.88,0.95,1.03,0.97,1.01,1.20,1.22,1.37,1.48
Luxembourg,MtCO2e,5.64,5.19,4.78,4.97,4.52,3.03,3.01,2.62,1.97,2.05,1.84,1.92,1.74,1.57,1.77,1.74,1.83,1.74,1.66,1.45,1.55,1.51,1.47,1.40,1.41,1.37,1.40,1.38,1.40,1.41
Estonia,MtCO2e,4.25,3.09,2.24,2.09,1.93,2.19,2.28,1.92,1.76,1.28,1.38,1.59,1.25,1.40,1.49,1.58,1.63,2.13,2.00,1.21,1.27,1.55,1.47,1.71,1.46,1.11,1.11,1.17,1.17,1.24
Republic of Congo,MtCO2e,0.08,0.10,0.11,0.10,0.08,0.09,0.08,0.08,0.06,0.08,0.10,0.11,0.11,0.15,0.13,0.18,0.21,0.23,0.29,0.30,0.29,0.34,0.49,0.56,0.65,0.84,0.95,1.07,1.17,1.22
Chad,MtCO2e,0.00,0.01,0.01,0.01,0.02,0.02,0.04,0.06,0.07,0.09,0.12,0.14,0.14,0.16,0.16,0.17,0.19,0.22,0.24,0.29,0.32,0.38,0.62,0.71,0.78,0.82,0.87,1.00,1.07,1.14
Malawi,MtCO2e,0.16,0.17,0.17,0.18,0.19,0.20,0.20,0.25,0.25,0.29,0.30,0.32,0.29,0.32,0.31,0.33,0.37,0.40,0.44,0.47,0.48,0.56,0.61,0.67,0.74,0.80,0.92,0.90,0.97,1.04
Namibia,MtCO2e,0.00,0.01,0.01,0.01,0.01,0.01,0.20,0.21,0.21,0.20,0.21,0.28,0.25,0.27,0.29,0.27,0.29,0.31,0.33,0.34,0.36,0.54,0.65,0.74,0.80,0.87,0.82,0.99,1.01,1.04
Haiti,MtCO2e,0.28,0.34,0.32,0.19,0.03,0.16,0.18,0.27,0.34,0.39,0.29,0.39,0.63,0.62,0.56,0.59,0.61,0.74,0.76,0.72,0.81,0.74,0.56,0.70,0.95,0.88,0.91,0.94,0.98,1.01
Brunei,MtCO2e,0.13,0.14,0.18,0.19,0.20,0.22,0.25,0.30,0.23,0.21,0.19,0.17,0.18,0.20,0.19,0.19,1.99,1.94,2.03,1.08,0.56,0.63,0.73,0.64,0.59,0.70,0.68,0.85,0.88,0.98
Armenia,MtCO2e,3.81,4.00,1.63,2.14,0.71,0.67,0.66,1.09,1.23,1.30,0.96,1.06,1.14,1.35,1.55,1.86,1.96,1.78,1.98,1.44,1.06,1.12,1.20,1.18,1.08,0.91,0.80,0.89,1.00,0.95
Niger,MtCO2e,0.06,0.06,0.06,0.08,0.07,0.07,0.12,0.16,0.18,0.20,0.16,0.18,0.18,0.21,0.21,0.21,0.25,0.29,0.33,0.40,0.47,0.53,0.68,0.66,0.73,0.71,0.71,0.79,0.82,0.91
Mauritius,MtCO2e,0.26,0.29,0.30,0.37,0.35,0.36,0.38,0.39,0.43,0.48,0.63,0.54,0.56,0.58,0.55,0.54,0.62,0.63,0.67,0.61,0.61,0.62,0.64,0.65,0.68,0.72,0.74,0.78,0.81,0.86
Botswana,MtCO2e,0.51,0.50,0.70,0.65,0.49,0.41,0.56,0.57,0.98,0.88,0.89,0.97,1.11,0.94,0.69,0.97,1.05,1.28,1.22,1.23,0.75,0.70,0.78,0.88,0.92,0.83,0.78,0.80,0.83,0.85
Guyana,MtCO2e,0.38,0.39,0.37,0.39,0.43,0.45,0.45,0.48,0.52,0.44,0.45,0.43,0.41,0.23,0.23,0.16,0.13,0.24,0.23,0.16,0.18,0.21,0.28,0.26,0.28,0.32,0.57,0.52,0.57,0.65
Liberia,MtCO2e,0.02,0.00,0.01,0.01,0.01,0.01,0.02,0.03,0.03,0.04,0.07,0.07,0.07,0.06,0.10,0.17,0.17,0.16,0.14,0.14,0.18,0.23,0.29,0.30,0.40,0.42,0.45,0.47,0.50,0.52
Montenegro,MtCO2e,1.44,1.46,1.48,1.50,1.52,1.54,1.56,1.58,1.60,1.62,1.64,1.66,1.68,1.70,1.52,1.71,1.52,1.46,1.37,0.95,0.66,0.59,0.55,0.57,0.51,0.45,0.45,0.50,0.49,0.51
Burundi,MtCO2e,0.03,0.04,0.04,0.04,0.05,0.05,0.06,0.07,0.08,0.09,0.11,0.10,0.09,0.09,0.10,0.09,0.10,0.12,0.14,0.15,0.17,0.21,0.25,0.30,0.31,0.36,0.39,0.41,0.45,0.49
Antigua and Barbuda,MtCO2e,0.00,0.00,0.01,0.01,0.01,0.02,0.03,0.04,0.05,0.07,0.08,0.10,0.11,0.13,0.15,0.16,0.20,0.23,0.27,0.31,0.34,0.35,0.36,0.37,0.38,0.39,0.41,0.44,0.46,0.49
Fiji,MtCO2e,0.09,0.10,0.10,0.10,0.11,0.11,0.11,0.12,0.12,0.12,0.14,0.16,0.15,0.19,0.44,0.36,0.36,0.40,0.33,0.33,0.34,0.34,0.32,0.33,0.33,0.39,0.38,0.43,0.44,0.45
Maldives,MtCO2e,0.00,0.00,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.05,0.06,0.07,0.07,0.08,0.09,0.11,0.13,0.15,0.18,0.19,0.26,0.30,0.38,0.42
Bhutan,MtCO2e,0.00,0.05,0.05,0.04,0.05,0.06,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.09,0.23,0.22,0.24,0.29,0.33,0.39,0.38,0.41,0.41
Rwanda,MtCO2e,0.03,0.03,0.03,0.03,0.01,0.01,0.03,0.04,0.05,0.05,0.06,0.07,0.08,0.08,0.08,0.08,0.09,0.10,0.10,0.11,0.12,0.13,0.15,0.16,0.19,0.23,0.31,0.35,0.37,0.39
Iceland,MtCO2e,1.11,0.95,0.71,0.62,0.66,0.65,0.73,0.82,0.95,0.91,1.04,1.01,1.01,0.94,1.01,0.99,1.29,1.18,1.18,0.84,0.84,0.72,0.78,0.83,0.89,0.84,0.43,0.43,0.41,0.39
Somalia,MtCO2e,0.07,0.13,0.21,0.27,0.34,0.40,0.33,0.27,0.21,0.15,0.10,0.11,0.12,0.13,0.14,0.15,0.17,0.22,0.22,0.26,0.28,0.29,0.29,0.30,0.30,0.31,0.33,0.34,0.36,0.38
Bahamas,MtCO2e,0.64,0.63,0.78,0.63,0.62,0.67,0.63,0.30,0.66,0.64,0.62,0.55,0.56,0.51,0.49,0.33,0.22,0.21,0.17,0.43,0.19,0.27,0.48,0.34,0.38,0.33,0.29,0.27,0.34,0.35
Mauritania,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.17,0.17,0.19,0.19,0.16,0.25,0.22,0.24,0.27,0.28,0.31
Eswatini,MtCO2e,0.06,0.06,0.07,0.07,0.07,0.08,0.07,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.08,0.09,0.13,0.14,0.24,0.23,0.27,0.29
Barbados,MtCO2e,0.19,0.18,0.14,0.08,0.09,0.09,0.12,0.14,0.19,0.20,0.20,0.20,0.21,0.23,0.23,0.23,0.24,0.24,0.27,0.36,0.23,0.23,0.24,0.22,0.24,0.23,0.24,0.26,0.27,0.28
Gambia,MtCO2e,0.00,0.00,0.00,0.01,0.01,0.01,0.21,0.40,0.60,0.80,1.00,0.81,0.61,0.42,0.22,0.03,0.03,0.04,0.04,0.05,0.13,0.13,0.16,0.15,0.21,0.22,0.23,0.24,0.26,0.27
Sierra Leone,MtCO2e,0.08,0.09,0.06,0.06,0.07,0.03,0.06,0.03,0.03,0.03,0.07,0.07,0.10,0.10,0.11,0.05,0.08,0.06,0.06,0.10,0.12,0.12,0.14,0.19,0.23,0.21,0.23,0.25,0.25,0.27
Malta,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.07,0.11,0.14,0.15,0.16,0.18,0.19,0.23,0.27,0.30,0.31,0.32,0.30,0.27,0.25
Lesotho,MtCO2e,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.08,0.11,0.15,0.17,0.17,0.18,0.20,0.20,0.22,0.24
Suriname,MtCO2e,0.19,0.18,0.17,0.16,0.15,0.13,0.12,0.10,0.08,0.06,0.72,0.73,0.11,0.11,0.12,0.12,0.13,0.13,0.13,0.12,0.14,0.14,0.18,0.18,0.17,0.17,0.20,0.20,0.19,0.22
Belize,MtCO2e,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.04,0.05,0.10,0.17,0.19,0.13,0.09,0.11,0.18,0.17,0.14,0.33,0.19,0.12,0.16,0.15,0.15,0.17,0.18,0.19,0.19,0.20
Eritrea,MtCO2e,false,0.00,0.02,0.05,0.07,0.08,0.07,0.08,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.14,0.15,0.15,0.14,0.15,0.16,0.19,0.20
Guinea-Bissau,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.05,0.06,0.06,0.07,0.08,0.10,0.11,0.12,0.13,0.15,0.16,0.18
Solomon Islands,MtCO2e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.07,0.07,0.08,0.09,0.12,0.14,0.16,0.18
South Sudan,MtCO2e,false,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.04,0.05,0.05,0.06,0.07,0.07,0.09,0.08,0.09,0.10,0.11,0.14,0.15,0.16
Djibouti,MtCO2e,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.06,0.12,0.13,0.13,0.13,0.14,0.14,0.14
Seychelles,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.04,0.04,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.08
Andorra,MtCO2e,false,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.02,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07
Saint Lucia,MtCO2e,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.05,0.06,0.06
Central African Republic,MtCO2e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.03,0.03,0.04,0.04,0.05
Sao Tome and Principe,MtCO2e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04
Samoa,MtCO2e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03
Grenada,MtCO2e,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.03,0.03
Marshall Islands,MtCO2e,false,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02
Timor-Leste,MtCO2e,false,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02
Saint Kitts and Nevis,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.02
Dominica,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.02
Cape Verde,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02
Palau,MtCO2e,false,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.02
Liechtenstein,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Comoros,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01
Vanuatu,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01
Micronesia,MtCO2e,false,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
Tonga,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Saint Vincent and the Grenadines,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kiribati,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tuvalu,MtCO2e,false,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nauru,MtCO2e,0.06,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Niue,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cook Islands,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Data source,Climate Watch
Data for,Location: World. Sectors/Subsectors: Industrial Processes, Manufacturing/Construction. Gases: All GHG. Calculation: Total. Show data by Countries
