Country/Region,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Poland,MtCO2e,20.85,21.73,22.11,21.52,22.22,23.02,26.03,27.53,29.00,31.55,27.75,27.56,26.61,29.07,32.94,35.40,39.22,43.36,45.42,45.88,48.40,49.02,47.10,44.33,44.94,47.84,54.53,63.01,64.91,65.93
Malaysia,MtCO2e,14.95,16.09,17.20,17.91,19.78,21.05,24.04,27.66,25.87,31.26,33.07,35.89,36.76,39.13,42.05,41.80,40.04,42.68,44.82,43.93,45.34,45.81,45.63,59.85,66.98,62.99,64.73,62.37,62.62,65.31
Nigeria,MtCO2e,12.11,15.79,19.26,16.54,13.28,15.37,17.62,22.51,18.54,20.24,22.48,27.37,28.36,29.94,30.55,29.58,24.99,21.87,26.19,24.54,30.69,32.79,36.35,46.27,50.73,46.14,52.83,52.88,53.24,57.62
Pakistan,MtCO2e,14.15,14.67,16.51,18.86,19.93,20.72,23.32,23.89,25.13,26.48,26.19,26.12,26.48,27.78,29.97,27.89,28.32,34.09,33.07,33.64,34.36,36.02,36.83,37.68,40.19,45.35,50.57,55.41,50.81,51.31
Philippines,MtCO2e,14.04,14.23,16.20,17.27,18.86,22.60,25.63,27.60,27.81,27.72,25.12,27.19,27.39,26.33,27.25,25.71,23.88,22.52,22.77,24.15,24.32,24.10,25.09,26.20,27.30,31.58,34.16,35.24,36.54,37.82
Netherlands,MtCO2e,27.72,28.21,29.73,30.62,30.04,30.31,31.59,31.59,32.32,32.88,32.88,33.16,33.93,34.47,35.01,35.24,36.15,35.49,35.84,34.32,34.91,35.02,33.52,32.63,30.25,30.73,30.92,31.59,31.70,31.28
Peru,MtCO2e,7.32,6.54,7.07,7.23,8.19,8.91,9.31,9.62,9.57,10.10,9.93,9.26,9.13,9.58,10.84,10.30,11.06,11.53,14.10,15.43,17.29,18.13,18.49,20.09,19.87,21.72,23.78,24.13,24.84,26.27
Morocco,MtCO2e,3.98,4.42,4.90,5.33,5.76,6.11,6.53,6.97,7.41,7.92,8.33,8.75,9.17,9.55,9.98,10.39,10.71,11.38,12.47,13.19,13.88,14.69,14.91,15.50,15.70,16.69,17.41,18.02,18.51,19.37
Romania,MtCO2e,12.04,10.54,10.76,8.64,9.16,8.45,11.83,12.04,11.39,9.59,9.77,11.88,12.13,12.77,13.25,12.38,12.83,13.64,15.26,15.30,14.20,14.45,15.75,15.34,15.68,15.80,16.90,18.06,18.55,19.07
Portugal,MtCO2e,9.94,10.62,11.56,12.13,12.75,13.25,14.04,14.61,15.90,16.65,18.04,18.27,18.92,19.88,20.34,19.50,19.45,19.62,19.68,19.41,18.99,17.63,16.23,15.99,16.08,16.17,16.74,17.10,17.22,17.61
New Zealand,MtCO2e,8.91,8.91,9.31,9.71,10.39,11.08,11.21,11.44,11.62,11.91,12.42,12.48,12.97,13.51,13.83,13.89,14.04,14.18,14.26,13.98,13.97,14.00,13.90,14.05,14.18,14.77,15.08,16.06,16.42,16.59
Qatar,MtCO2e,1.51,1.53,1.63,1.72,1.83,2.02,2.15,2.41,2.53,2.36,2.48,2.69,2.98,3.45,3.85,4.85,5.79,6.70,8.61,8.67,9.08,10.08,9.53,10.43,12.57,13.09,13.50,13.78,12.05,12.49
Oman,MtCO2e,1.74,1.86,2.01,2.15,2.18,2.26,2.35,2.49,2.57,2.63,2.71,2.97,2.90,3.14,3.31,3.79,4.23,6.35,7.54,7.66,8.49,9.84,11.16,12.29,12.90,13.60,12.78,12.67,12.50,12.45
Norway,MtCO2e,10.29,10.41,10.67,11.28,11.11,11.80,12.33,12.53,12.97,13.17,12.33,12.54,12.54,12.92,13.30,13.35,13.97,14.58,14.23,13.93,14.51,13.99,13.69,14.23,14.33,14.55,14.08,12.53,12.75,11.90
Paraguay,MtCO2e,1.66,1.56,1.87,2.33,2.63,3.00,3.02,3.40,3.56,3.56,2.86,3.05,3.23,3.44,3.43,3.12,3.43,3.28,3.88,4.05,4.56,4.79,4.53,4.87,5.11,5.62,6.57,7.45,7.82,7.58
Myanmar,MtCO2e,1.37,1.28,1.06,1.62,1.87,2.78,2.98,2.45,3.02,3.07,3.59,2.89,3.55,3.97,4.36,4.80,4.08,4.56,2.16,2.38,2.40,2.45,3.16,3.68,4.15,4.54,4.64,6.21,6.39,6.61
Lithuania,MtCO2e,5.69,6.28,4.15,3.18,2.50,3.05,3.35,3.75,3.94,3.52,3.14,3.42,3.54,3.59,3.94,4.18,4.46,5.18,5.16,4.26,4.40,4.37,4.40,4.40,4.89,5.18,5.57,5.83,6.20,6.43
Luxembourg,MtCO2e,2.69,3.23,3.53,3.56,3.61,3.44,3.53,3.75,3.92,4.35,4.97,5.22,5.43,5.99,6.98,7.36,7.04,6.77,6.87,6.33,6.69,7.09,6.77,6.62,6.33,5.89,5.71,5.83,6.22,6.36
Panama,MtCO2e,1.31,1.37,1.47,1.58,1.69,1.78,1.87,1.99,2.22,2.37,2.39,2.29,2.42,2.55,2.62,2.96,3.11,2.90,3.22,3.51,3.65,3.77,3.81,3.80,4.05,4.47,4.83,4.99,4.94,5.24
Nepal,MtCO2e,0.35,0.41,0.45,0.49,0.57,0.64,0.66,0.75,0.79,0.79,0.84,0.77,0.81,0.80,0.85,0.85,0.90,0.93,1.37,1.79,1.98,2.00,2.21,2.49,2.78,2.39,3.98,4.95,5.47,4.78
Mozambique,MtCO2e,0.62,0.51,0.70,0.87,0.71,0.74,0.83,0.84,0.86,0.86,0.86,0.86,0.93,1.15,1.16,1.07,1.15,1.43,1.40,1.57,1.74,2.17,2.47,2.69,3.12,3.24,3.58,3.39,3.40,3.75
Mali,MtCO2e,false,false,false,false,false,false,false,false,false,false,0.78,0.92,0.91,1.03,0.92,1.02,1.23,1.15,1.18,1.43,1.62,1.92,1.96,1.47,1.11,1.24,2.64,2.76,2.77,2.93
Mongolia,MtCO2e,1.61,1.04,0.93,1.03,0.70,0.86,0.91,0.84,0.82,0.86,1.01,0.97,1.08,1.04,1.21,1.08,1.33,1.61,1.70,1.55,1.52,1.81,2.07,2.02,2.09,2.11,1.85,2.22,2.29,2.88
Macedonia,MtCO2e,0.79,0.80,0.80,1.50,0.96,0.90,1.71,1.52,1.04,1.10,1.00,0.97,1.01,1.01,1.03,1.05,1.05,1.20,1.23,1.32,1.39,1.45,1.39,1.58,1.65,1.83,2.10,2.18,2.18,2.35
Moldova,MtCO2e,2.50,2.35,2.30,1.49,1.35,1.34,1.43,1.41,1.11,0.74,0.73,0.73,1.00,1.16,1.30,1.23,1.24,1.35,1.64,1.55,1.78,1.91,1.68,1.76,1.83,1.99,2.09,2.11,2.15,2.21
Nicaragua,MtCO2e,0.76,0.83,0.95,0.97,1.03,1.14,1.19,1.26,1.37,1.44,1.48,1.50,1.56,1.55,1.49,1.48,1.53,1.59,1.55,1.52,1.58,1.65,1.74,1.75,1.93,2.18,2.25,2.39,2.13,2.21
Namibia,MtCO2e,false,0.49,0.53,0.55,0.59,0.64,1.07,1.10,1.14,1.17,1.17,1.41,1.24,1.30,1.37,1.60,1.45,1.46,1.57,1.74,1.82,1.85,1.81,1.92,2.03,2.12,2.11,2.10,2.12,2.09
Papua New Guinea,MtCO2e,0.65,0.65,0.65,0.70,0.71,0.71,0.74,0.74,0.75,0.71,0.83,0.89,0.94,1.02,1.24,1.34,1.25,1.07,1.06,1.08,1.12,1.16,1.35,1.45,1.60,1.75,2.06,2.11,2.09,2.09
Mauritania,MtCO2e,0.25,0.26,0.28,0.28,0.30,0.32,0.38,0.40,0.45,0.52,0.54,0.60,0.69,0.74,0.80,0.81,0.79,1.00,0.86,1.11,1.10,1.08,1.24,1.18,1.28,1.39,1.49,1.37,1.56,1.66
Madagascar,MtCO2e,0.54,0.60,0.61,0.63,0.71,0.69,0.71,0.75,0.85,0.93,0.93,0.89,0.61,0.85,0.90,0.86,0.83,0.89,0.91,0.86,0.91,1.01,1.04,1.09,1.16,1.20,1.24,1.26,1.33,1.44
Mauritius,MtCO2e,0.45,0.46,0.51,0.55,0.56,0.55,0.55,0.54,0.54,0.72,0.77,0.77,0.80,0.83,0.85,0.88,0.89,0.85,0.86,0.89,0.94,0.95,0.98,1.00,1.02,1.06,1.12,1.15,1.17,1.23
Maldives,MtCO2e,0.12,0.13,0.19,0.16,0.15,0.19,0.21,0.25,0.22,0.31,0.28,0.31,0.40,0.30,0.43,0.42,0.52,0.52,0.48,0.50,0.58,0.61,0.72,0.69,0.77,0.76,1.01,1.05,1.21,1.22
Niger,MtCO2e,0.22,0.20,0.20,0.21,0.21,0.19,0.20,0.20,0.24,0.23,0.36,0.37,0.37,0.40,0.41,0.41,0.43,0.50,0.51,0.67,0.82,0.79,1.07,1.13,1.20,1.24,1.11,0.98,1.06,1.20
Malawi,MtCO2e,0.42,0.44,0.45,0.46,0.47,0.47,0.47,0.47,0.43,0.41,0.39,0.40,0.41,0.46,0.47,0.45,0.46,0.51,0.65,0.68,0.61,0.63,0.67,0.70,0.57,0.65,0.79,0.93,1.12,1.18
Montenegro,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.48,0.48,0.62,0.62,0.64,0.71,0.66,0.63,0.51,0.50,0.57,0.67,0.72,0.78,0.82
Malta,MtCO2e,0.46,0.52,0.54,0.61,0.61,0.71,0.56,0.76,0.67,0.61,0.47,0.44,0.29,0.37,0.46,0.52,0.53,0.55,0.60,0.53,0.58,0.57,0.56,0.56,0.57,0.60,0.60,0.63,0.69,0.76
Saint Lucia,MtCO2e,0.08,0.09,0.14,0.14,0.15,0.16,0.17,0.16,0.18,0.17,0.16,0.18,0.18,0.19,0.21,0.18,0.20,0.21,0.21,0.57,0.23,0.25,0.32,0.21,0.21,0.21,0.21,0.22,0.22,0.22
Palau,MtCO2e,false,false,0.10,0.10,0.10,0.10,0.10,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.15,0.14,0.14,0.12,0.15,0.16,0.15,0.15
Saint Vincent and the Grenadines,MtCO2e,0.05,0.05,0.07,0.07,0.07,0.09,0.08,0.09,0.12,0.11,0.09,0.12,0.13,0.14,0.15,0.14,0.15,0.16,0.16,0.58,0.15,0.16,0.21,0.12,0.15,0.12,0.13,0.11,0.14,0.14
Marshall Islands,MtCO2e,false,false,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.06,0.07,0.07,0.07,0.08,0.09,0.09,0.08,0.09,0.09,0.10,0.11,0.11,0.11
Micronesia,MtCO2e,false,false,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.08,0.07,0.07,0.07,0.08,0.08,0.07,0.07,0.08,0.06,0.07,0.07,0.08,0.08,0.08,0.10,0.10,0.10,0.10
Saint Kitts and Nevis,MtCO2e,0.03,0.03,0.05,0.04,0.04,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.07,0.07,0.06,0.05,0.06,0.06,0.07,0.19,0.07,0.08,0.10,0.07,0.07,0.07,0.08,0.08,0.08,0.08
Nauru,MtCO2e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02
Niue,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rwanda,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
United States,MtCO2e,1468.60,1440.67,1472.87,1497.05,1551.22,1583.18,1623.42,1648.88,1688.19,1735.15,1767.78,1770.17,1792.97,1818.94,1842.00,1861.92,1861.33,1862.03,1761.59,1674.02,1733.13,1686.21,1650.09,1701.51,1694.60,1756.63,1768.76,1781.51,1820.88,1815.66
Saudi Arabia,MtCO2e,50.59,52.71,55.86,58.86,62.75,55.52,58.32,59.20,59.41,59.64,62.52,64.34,68.12,70.45,74.04,77.72,83.97,93.60,101.06,104.19,108.14,119.54,130.07,132.25,140.24,150.72,150.21,146.64,139.64,139.92
United Kingdom,MtCO2e,118.38,117.75,119.25,120.42,120.75,119.64,124.25,125.33,124.53,128.20,126.34,125.25,126.54,127.91,129.33,130.53,132.18,132.92,126.05,121.55,120.04,118.51,117.94,117.18,118.70,121.86,124.70,125.16,123.66,121.64
Spain,MtCO2e,64.72,67.41,71.06,70.03,72.41,73.66,78.72,78.68,86.22,90.56,92.55,96.80,98.59,103.67,108.10,111.95,115.56,118.67,112.38,103.71,100.84,94.30,84.90,83.44,83.90,87.00,90.28,93.23,94.50,95.86
Turkey,MtCO2e,28.54,27.22,27.80,33.08,32.13,36.08,37.92,35.22,32.55,34.15,35.59,34.10,35.89,35.92,36.53,37.78,42.58,48.44,45.62,45.21,44.32,44.94,52.13,58.44,62.18,73.95,80.70,84.47,85.01,85.18
Thailand,MtCO2e,28.64,29.41,31.24,36.73,40.85,48.65,53.17,52.98,45.90,47.42,46.33,47.49,50.23,53.47,57.40,57.40,53.83,56.93,53.32,56.39,57.19,60.11,62.21,61.69,59.82,63.73,67.81,74.19,74.35,75.93
South Africa,MtCO2e,30.38,30.42,30.91,31.15,32.30,36.25,35.34,36.27,35.93,36.42,36.21,37.05,37.86,40.09,42.40,44.36,45.53,50.02,48.28,46.27,47.72,50.05,50.12,55.13,52.64,55.30,52.86,58.15,58.29,58.54
Vietnam,MtCO2e,4.26,4.03,4.52,7.06,7.78,7.44,8.18,8.94,9.40,10.05,10.82,11.56,14.18,16.02,19.61,19.82,19.80,23.18,24.68,29.62,31.82,31.26,30.80,30.03,30.70,33.83,36.18,38.65,40.11,42.66
United Arab Emirates,MtCO2e,11.54,11.88,12.07,12.88,12.76,13.41,13.58,13.51,13.50,13.89,15.21,16.69,19.24,21.39,21.59,23.31,24.51,25.18,26.80,29.55,30.84,30.87,31.58,35.63,36.57,31.76,35.62,41.91,38.78,36.82
Venezuela,MtCO2e,29.44,31.19,30.71,32.92,33.42,34.54,35.92,33.47,34.27,33.95,35.03,37.37,39.72,35.49,35.94,42.86,45.17,48.92,51.07,51.83,50.11,52.42,57.21,56.15,55.18,48.06,42.03,38.46,33.93,30.90
Ukraine,MtCO2e,56.46,67.90,41.97,36.29,33.01,34.11,30.85,36.78,34.38,28.75,27.55,29.15,30.42,29.85,31.90,31.34,30.99,40.83,40.80,34.19,34.68,34.43,31.99,32.06,27.52,23.59,24.84,25.92,25.65,27.21
Sweden,MtCO2e,20.42,20.12,20.92,19.99,20.72,20.92,20.67,20.90,21.19,21.64,21.79,21.71,21.94,22.24,22.65,21.58,21.71,21.86,21.42,20.89,21.26,20.97,19.93,19.43,18.98,19.05,18.26,18.05,17.16,17.06
Switzerland,MtCO2e,14.95,15.41,15.76,14.71,15.06,14.81,14.82,15.31,15.45,15.43,17.04,16.73,16.75,16.87,16.97,17.05,17.17,17.51,17.93,17.71,17.64,17.43,17.58,17.53,17.36,16.62,16.46,16.17,16.25,16.20
Uzbekistan,MtCO2e,7.95,7.17,5.61,4.93,4.41,7.00,9.57,9.71,13.21,13.78,13.78,14.19,13.69,12.43,12.44,12.47,13.22,13.20,13.06,12.25,13.03,12.60,10.29,9.09,8.70,8.20,8.27,8.94,14.99,15.55
Turkmenistan,MtCO2e,9.94,8.89,6.97,7.17,4.32,4.05,4.57,2.75,3.34,4.24,6.60,6.72,7.68,8.32,8.41,8.90,8.85,9.73,9.69,7.38,8.44,10.15,10.57,11.31,11.98,11.98,11.98,11.98,11.98,11.98
Sudan,MtCO2e,4.04,3.19,3.19,2.09,3.04,2.85,2.70,3.20,3.05,2.49,2.71,3.50,4.00,3.85,4.21,5.00,6.01,6.55,7.84,7.86,8.87,8.97,8.71,9.18,9.53,10.10,11.50,11.40,11.13,10.80
Sri Lanka,MtCO2e,2.55,2.57,2.86,3.06,3.56,3.77,5.17,4.76,4.97,5.51,5.26,5.32,5.43,5.78,5.97,6.45,6.12,6.71,6.15,5.63,7.08,7.55,7.54,7.91,8.33,8.89,9.60,10.71,10.20,10.46
Slovakia,MtCO2e,4.18,3.47,3.63,3.01,3.44,3.89,3.60,4.21,4.28,4.35,4.16,5.46,6.27,5.75,6.04,6.64,6.24,6.84,7.49,6.47,7.32,7.28,6.62,6.63,6.22,6.13,6.91,7.99,7.92,8.02
Tunisia,MtCO2e,2.55,2.62,2.70,3.03,3.16,3.27,3.39,3.59,3.69,3.93,4.12,4.22,4.33,4.47,4.51,4.69,4.66,4.91,4.75,5.84,7.00,6.53,6.49,6.18,6.47,6.87,7.23,7.77,7.79,7.48
Serbia,MtCO2e,4.58,3.27,2.32,2.76,2.69,2.80,4.70,6.48,5.02,2.65,2.39,3.78,4.59,5.03,6.44,6.73,7.27,5.67,7.08,6.67,6.72,6.07,5.35,5.89,6.15,6.00,6.14,6.41,6.51,7.03
Singapore,MtCO2e,4.16,5.04,4.87,4.83,5.25,5.78,5.23,5.19,5.20,5.26,5.34,5.44,5.42,5.43,5.54,5.73,5.95,6.15,6.27,6.86,6.94,7.41,7.17,6.66,6.88,7.38,7.34,7.24,7.08,6.96
Slovenia,MtCO2e,2.70,2.55,2.63,3.18,3.55,3.96,4.48,4.69,3.90,3.69,3.63,3.80,3.91,3.97,4.15,4.42,4.67,5.28,6.20,5.21,5.34,5.70,5.72,5.42,5.43,5.40,5.77,5.90,5.88,5.67
Syria,MtCO2e,7.43,7.80,7.33,7.69,7.71,7.69,9.01,9.21,9.52,8.18,8.64,8.22,8.92,8.04,10.57,13.92,14.79,15.82,16.03,13.44,13.27,13.24,10.83,6.67,6.19,5.86,6.28,7.02,6.57,5.67
Tanzania,MtCO2e,0.72,0.67,0.70,0.73,0.73,0.92,1.23,1.20,1.42,1.18,1.49,1.79,2.24,2.36,2.45,2.82,2.97,2.91,3.16,3.08,3.61,4.15,5.29,5.78,5.58,5.85,5.39,5.51,5.25,5.05
Uruguay,MtCO2e,1.55,1.65,1.77,2.00,2.25,2.23,2.37,2.58,2.75,2.85,2.58,2.47,2.23,2.14,2.26,2.32,2.56,2.74,2.79,3.01,3.17,3.31,3.35,3.53,3.51,3.55,3.62,3.78,3.73,3.78
Uganda,MtCO2e,0.61,0.63,0.63,0.62,0.57,0.74,0.76,0.79,0.91,0.91,0.93,0.94,0.95,0.98,1.01,1.05,1.16,1.22,1.41,1.56,1.32,1.69,2.10,2.26,2.50,2.82,3.03,3.20,3.49,3.62
Yemen,MtCO2e,4.13,5.27,5.55,4.53,4.57,4.09,3.88,3.90,4.20,4.65,4.53,4.99,4.38,5.18,5.38,5.74,5.33,4.88,5.20,8.37,7.35,6.85,5.64,8.53,8.61,3.23,2.79,2.72,2.83,3.45
Senegal,MtCO2e,0.75,0.76,0.80,0.77,0.76,0.80,0.87,0.94,1.04,1.13,1.20,1.19,1.30,1.43,1.55,1.49,1.58,2.06,2.23,1.99,2.10,2.24,2.14,2.38,2.50,2.77,3.02,2.45,2.54,3.05
Trinidad and Tobago,MtCO2e,1.39,1.46,1.40,1.26,1.32,1.38,1.42,1.55,1.60,1.61,1.68,1.68,1.74,1.73,2.11,2.21,2.70,2.84,3.08,3.12,3.28,3.27,3.19,3.05,3.44,3.46,3.11,3.12,2.57,2.82
Zimbabwe,MtCO2e,2.16,1.63,2.28,2.03,1.80,2.23,2.19,2.19,2.18,3.22,1.98,1.88,1.73,1.44,1.25,1.36,1.32,1.27,1.05,1.17,1.40,2.39,2.71,3.02,2.72,2.65,2.25,2.31,2.97,2.64
Zambia,MtCO2e,0.80,1.00,0.96,0.68,0.84,0.83,0.65,0.75,0.72,0.70,0.76,0.80,0.83,0.89,0.95,1.02,1.05,0.93,1.01,1.18,1.27,1.38,1.66,1.71,1.93,2.16,2.13,2.11,2.08,2.12
Tajikistan,MtCO2e,0.76,0.76,0.38,0.30,0.20,0.19,0.14,0.14,0.12,0.06,0.04,0.09,0.13,0.10,0.14,0.13,0.17,0.26,0.26,0.25,0.28,0.30,0.90,0.93,1.58,1.37,1.32,1.21,1.26,1.39
Togo,MtCO2e,0.44,0.33,0.28,0.17,0.33,0.40,0.67,0.44,0.50,0.59,0.44,0.30,0.49,0.72,0.66,0.63,0.59,0.66,0.89,1.98,1.64,1.52,1.29,0.76,0.41,0.73,0.63,0.91,1.03,1.09
Suriname,MtCO2e,false,false,false,false,false,false,false,false,false,false,0.30,0.30,0.44,0.47,0.49,0.52,0.55,0.55,0.59,0.60,0.69,0.59,0.71,0.64,0.69,0.70,1.03,0.85,0.70,0.91
South Sudan,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.97,0.95,0.99,1.04,0.96,0.75,0.75,0.85
Eswatini,MtCO2e,0.41,0.42,0.43,0.43,0.44,0.45,0.30,0.41,0.43,0.49,0.51,0.44,0.45,0.47,0.48,0.50,0.51,0.52,0.49,0.57,0.54,0.53,0.55,0.62,0.61,0.63,0.47,0.68,0.59,0.62
Sierra Leone,MtCO2e,0.11,0.12,0.13,0.13,0.14,0.08,0.09,0.08,0.09,0.09,0.16,0.12,0.15,0.20,0.21,0.25,0.32,0.28,0.26,0.29,0.35,0.41,0.41,0.50,0.55,0.46,0.46,0.47,0.43,0.45
Solomon Islands,MtCO2e,0.10,0.10,0.11,0.12,0.14,0.14,0.15,0.15,0.15,0.15,0.15,0.16,0.17,0.18,0.21,0.22,0.22,0.22,0.21,0.22,0.23,0.25,0.25,0.27,0.22,0.20,0.23,0.23,0.23,0.23
Seychelles,MtCO2e,0.05,0.05,0.07,0.06,0.07,0.06,0.06,0.08,0.09,0.10,0.07,0.09,0.09,0.08,0.16,0.10,0.08,0.11,0.13,0.11,0.10,0.09,0.09,0.09,0.11,0.11,0.13,0.16,0.20,0.21
Samoa,MtCO2e,0.05,0.05,0.06,0.07,0.07,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.10,0.10,0.11,0.12,0.11,0.11,0.10,0.11,0.11,0.11,0.11,0.11,0.11,0.13,0.17,0.17,0.17,0.17
Somalia,MtCO2e,0.31,0.29,0.27,0.26,0.24,0.22,0.21,0.20,0.18,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.16,0.16,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.14,0.14,0.15
Vanuatu,MtCO2e,0.04,0.04,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.02,0.02,0.02,0.07,0.05,0.08,0.08,0.09,0.08,0.08,0.12,0.10,0.13,0.11,0.15,0.15
Tonga,MtCO2e,0.06,0.07,0.05,0.06,0.07,0.07,0.05,0.07,0.06,0.07,0.06,0.06,0.07,0.08,0.08,0.09,0.10,0.08,0.08,0.09,0.07,0.07,0.07,0.07,0.07,0.07,0.10,0.13,0.10,0.10
Timor-Leste,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,0.03,0.03,0.04,0.05,0.04,0.05,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.09,0.09,0.09
Sao Tome and Principe,MtCO2e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04
Tuvalu,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Data source,Climate Watch
Data for,Location: World. Sectors/Subsectors: Transportation. Gases: All GHG. Calculation: Total. Show data by Countries
